area_name,lea_name,county,population_2022,age_0_14,age_15_34,age_35_64,age_65_plus,age_0_14_pct,age_15_34_pct,age_35_64_pct,age_65_plus_pct,birthplace_total,born_ireland,born_uk,born_poland,born_india,born_other_eu,born_rest_world,birthplace_not_stated,born_outside_ireland,born_ireland_pct,born_outside_ireland_pct,born_uk_pct,born_poland_pct,born_india_pct,born_other_eu_pct,born_rest_world_pct,birthplace_not_stated_pct,citizenship_total,citizen_ireland,citizen_uk,citizen_poland,citizen_india,citizen_other_eu,citizen_rest_world,citizenship_not_stated,non_irish_citizenship,citizen_ireland_pct,non_irish_citizenship_pct,citizen_uk_pct,citizen_poland_pct,citizen_india_pct,citizen_other_eu_pct,citizen_rest_world_pct,citizenship_not_stated_pct,ethnicity_white_irish,ethnicity_white_irish_traveller,ethnicity_other_white,ethnicity_black_or_black_irish,ethnicity_asian_or_asian_irish,ethnicity_other,ethnicity_not_stated,ethnicity_total,ethnicity_white_irish_pct,ethnicity_white_irish_traveller_pct,ethnicity_other_white_pct,ethnicity_black_or_black_irish_pct,ethnicity_asian_or_asian_irish_pct,ethnicity_other_pct,ethnicity_not_stated_pct,religion_catholic,religion_other,religion_none,religion_not_stated,religion_total,religion_catholic_pct,religion_other_pct,religion_none_pct,religion_not_stated_pct,language_spanish,language_french,language_polish,language_other_incl_not_stated,foreign_language_speakers,language_total,language_spanish_pct,language_french_pct,language_polish_pct,language_other_incl_not_stated_pct,foreign_language_speakers_pct,families_household_size_2_persons,families_household_size_3_persons,families_household_size_4_persons,families_household_size_5_persons,families_household_size_6_plus_persons,families_household_size_total,families_household_size_2_persons_pct,families_household_size_3_persons_pct,families_household_size_4_persons_pct,families_household_size_5_persons_pct,families_household_size_6_plus_persons_pct,persons_household_size_2_persons,persons_household_size_3_persons,persons_household_size_4_persons,persons_household_size_5_persons,persons_household_size_6_plus_persons,persons_household_size_total,persons_household_size_2_persons_pct,persons_household_size_3_persons_pct,persons_household_size_4_persons_pct,persons_household_size_5_persons_pct,persons_household_size_6_plus_persons_pct,children_household_size_2_persons,children_household_size_3_persons,children_household_size_4_persons,children_household_size_5_persons,children_household_size_6_plus_persons,children_household_size_total,children_household_size_2_persons_pct,children_household_size_3_persons_pct,children_household_size_4_persons_pct,children_household_size_5_persons_pct,children_household_size_6_plus_persons_pct,families_total,families_2_person_households,families_3_person_households,families_4_person_households,families_5_person_households,families_6_plus_person_households,families_2_person_households_pct,families_3_person_households_pct,families_4_person_households_pct,families_5_person_households_pct,families_6_plus_person_households_pct,status_at_work,status_looking_first_job,status_short_term_unemployed,status_long_term_unemployed,status_student,status_home_family,status_retired,status_unable_to_work,status_other,status_total_15_plus,status_unemployed,status_at_work_pct,status_student_pct,status_retired_pct,status_home_family_pct,status_unable_to_work_pct,status_looking_first_job_pct,status_short_term_unemployed_pct,status_long_term_unemployed_pct,status_unemployed_pct,status_other_pct
"Killarney, Kerry",Killarney,Kerry,31086,5902,7054,13194,4936,19.0,22.7,42.4,15.9,29784,23298,1517,1380,93,1602,1894,0,6486,78.2,21.8,5.1,4.6,0.3,5.4,6.4,0.0,29784,24512,472,1281,58,1558,948,955,4317,82.3,14.5,1.6,4.3,0.2,5.2,3.2,3.2,22488,341,4084,278,907,495,1191,29784,75.5,1.1,13.7,0.9,3.0,1.7,4.0,23100,2815,3519,1652,31086,74.3,9.1,11.3,5.3,267,233,1630,3096,5226,5226,0.9,0.7,5.2,10.0,16.8,2955,1590,1646,801,306,7298,40.5,21.8,22.6,11.0,4.2,5910,4770,6584,4005,1912,23181,25.5,20.6,28.4,17.3,8.2,660,1876,3392,2417,1304,9649,6.8,19.4,35.2,25.0,13.5,7298,2955,1590,1646,801,306,40.5,21.8,22.6,11.0,4.2,14726,243,468,470,2298,1526,4207,1083,163,25184,1181,58.5,9.1,16.7,6.1,4.3,1.0,1.9,1.9,4.7,0.6
"Killiney-Shankill, Dún Laoghaire-Rathdown",Killiney-Shankill,Dún Laoghaire-Rathdown,39352,7113,9333,16004,6902,18.1,23.7,40.7,17.5,38923,31553,2087,426,625,1322,2910,0,7370,81.1,18.9,5.4,1.1,1.6,3.4,7.5,0.0,38923,34290,628,384,443,1322,1412,444,4189,88.1,10.8,1.6,1.0,1.1,3.4,3.6,1.1,31571,136,3479,210,1917,769,841,38923,81.1,0.3,8.9,0.5,4.9,2.0,2.2,24573,4896,8878,1005,39352,62.4,12.4,22.6,2.6,559,561,547,4189,5856,5856,1.4,1.4,1.4,10.6,14.9,4438,2540,2367,1044,317,10706,41.5,23.7,22.1,9.8,3.0,8876,7620,9468,5220,1986,33170,26.8,23.0,28.5,15.7,6.0,1171,3102,4940,3186,1364,13763,8.5,22.5,35.9,23.1,9.9,10706,4438,2540,2367,1044,317,41.5,23.7,22.1,9.8,3.0,17793,243,489,716,3594,2270,5884,1085,165,32239,1448,55.2,11.1,18.3,7.0,3.4,0.8,1.5,2.2,4.5,0.5
"Kilmuckridge, Wexford",Kilmuckridge,Wexford,18399,3827,4043,7627,2902,20.8,22.0,41.5,15.8,18305,16372,1154,135,3,271,370,0,1933,89.4,10.6,6.3,0.7,0.0,1.5,2.0,0.0,18305,16942,457,129,1,221,174,381,982,92.6,5.4,2.5,0.7,0.0,1.2,1.0,2.1,16248,22,1066,30,78,96,765,18305,88.8,0.1,5.8,0.2,0.4,0.5,4.2,14123,1210,2248,818,18399,76.8,6.6,12.2,4.4,60,134,174,543,911,911,0.3,0.7,0.9,3.0,5.0,1893,1021,1111,605,221,4851,39.0,21.0,22.9,12.5,4.6,3786,3063,4444,3025,1400,15718,24.1,19.5,28.3,19.2,8.9,431,1237,2303,1838,970,6779,6.4,18.2,34.0,27.1,14.3,4851,1893,1021,1111,605,221,39.0,21.0,22.9,12.5,4.6,8018,80,197,359,1476,1179,2408,741,114,14572,636,55.0,10.1,16.5,8.1,5.1,0.5,1.4,2.5,4.4,0.8
"Kilrush, Clare",Kilrush,Clare,22289,4162,4499,8952,4676,18.7,20.2,40.2,21.0,21954,19271,1435,244,63,311,630,0,2683,87.8,12.2,6.5,1.1,0.3,1.4,2.9,0.0,21954,20064,512,223,51,272,323,509,1381,91.4,6.3,2.3,1.0,0.2,1.2,1.5,2.3,19528,49,1278,50,134,184,731,21954,88.9,0.2,5.8,0.2,0.6,0.8,3.3,18511,905,1911,962,22289,83.0,4.1,8.6,4.3,62,198,289,713,1262,1262,0.3,0.9,1.3,3.2,5.7,2385,1178,1160,703,282,5708,41.8,20.6,20.3,12.3,4.9,4770,3534,4640,3515,1785,18244,26.1,19.4,25.4,19.3,9.8,531,1402,2401,2137,1230,7701,6.9,18.2,31.2,27.7,16.0,5708,2385,1178,1160,703,282,41.8,20.6,20.3,12.3,4.9,9287,158,272,483,1731,1319,3813,920,144,18127,913,51.2,9.5,21.0,7.3,5.1,0.9,1.5,2.7,5.0,0.8
"Kimmage-Rathmines, Dublin City",Kimmage-Rathmines,Dublin City,59788,8175,19569,23296,8748,13.7,32.7,39.0,14.6,59019,43682,2926,601,803,4097,6910,0,15337,74.0,26.0,5.0,1.0,1.4,6.9,11.7,0.0,59019,46027,738,538,726,4091,4471,2428,10564,78.0,17.9,1.3,0.9,1.2,6.9,7.6,4.1,41786,84,7183,806,2484,2224,4452,59019,70.8,0.1,12.2,1.4,4.2,3.8,7.5,31710,6952,16199,4927,59788,53.0,11.6,27.1,8.2,1596,1090,534,8012,11232,11232,2.7,1.8,0.9,13.4,18.8,6993,2711,2388,1011,356,13459,52.0,20.1,17.7,7.5,2.6,13986,8133,9552,5055,2247,38973,35.9,20.9,24.5,13.0,5.8,1378,3310,4966,3083,1563,14300,9.6,23.1,34.7,21.6,10.9,13459,6993,2711,2388,1011,356,52.0,20.1,17.7,7.5,2.6,31577,363,861,1228,5537,2290,7560,1948,249,51613,2452,61.2,10.7,14.6,4.4,3.8,0.7,1.7,2.4,4.8,0.5
"Kinnegad, Westmeath",Kinnegad,Westmeath,23368,4856,5449,9759,3304,20.8,23.3,41.8,14.1,23217,19911,1336,296,103,710,861,0,3306,85.8,14.2,5.8,1.3,0.4,3.1,3.7,0.0,23217,21053,400,253,73,664,331,443,1721,90.7,7.4,1.7,1.1,0.3,2.9,1.4,1.9,19532,47,1712,238,390,215,1083,23217,84.1,0.2,7.4,1.0,1.7,0.9,4.7,18075,1670,2452,1171,23368,77.3,7.1,10.5,5.0,101,164,375,1547,2187,2187,0.4,0.7,1.6,6.6,9.4,2180,1358,1392,736,347,6013,36.3,22.6,23.1,12.2,5.8,4360,4074,5568,3680,2199,19881,21.9,20.5,28.0,18.5,11.1,516,1663,2896,2238,1518,8831,5.8,18.8,32.8,25.3,17.2,6013,2180,1358,1392,736,347,36.3,22.6,23.1,12.2,5.8,10344,157,291,467,2074,1405,2695,939,140,18512,915,55.9,11.2,14.6,7.6,5.1,0.8,1.6,2.5,4.9,0.8
"Laytown-Bettystown, Meath",Laytown-Bettystown,Meath,40660,9544,9487,17094,4535,23.5,23.3,42.0,11.2,40393,31956,1986,792,405,1972,3282,0,8437,79.1,20.9,4.9,2.0,1.0,4.9,8.1,0.0,40393,34125,599,664,255,1921,2001,828,5440,84.5,13.5,1.5,1.6,0.6,4.8,5.0,2.0,30739,40,4427,1152,1606,915,1514,40393,76.1,0.1,11.0,2.9,4.0,2.3,3.7,28253,4722,5977,1708,40660,69.5,11.6,14.7,4.2,404,372,1033,5578,7387,7387,1.0,0.9,2.5,13.7,18.2,3728,2465,2784,1401,402,10780,34.6,22.9,25.8,13.0,3.7,7456,7395,11136,7005,2527,35519,21.0,20.8,31.4,19.7,7.1,889,3005,5772,4261,1732,15659,5.7,19.2,36.9,27.2,11.1,10780,3728,2465,2784,1401,402,34.6,22.9,25.8,13.0,3.7,18355,315,552,738,3581,2276,3896,1193,210,31116,1605,59.0,11.5,12.5,7.3,3.8,1.0,1.8,2.4,5.2,0.7
"Leixlip, Kildare",Leixlip,Kildare,16755,3229,4035,6635,2856,19.3,24.1,39.6,17.0,16609,13592,693,228,315,604,1177,0,3017,81.8,18.2,4.2,1.4,1.9,3.6,7.1,0.0,16609,14576,174,209,253,678,456,263,1770,87.8,10.7,1.0,1.3,1.5,4.1,2.7,1.6,13152,49,1490,322,754,284,558,16609,79.2,0.3,9.0,1.9,4.5,1.7,3.4,11115,1831,3151,658,16755,66.3,10.9,18.8,3.9,120,154,290,2007,2571,2571,0.7,0.9,1.7,12.0,15.3,1899,1058,1032,488,130,4607,41.2,23.0,22.4,10.6,2.8,3798,3174,4128,2440,819,14359,26.5,22.1,28.7,17.0,5.7,359,1241,2114,1477,567,5758,6.2,21.6,36.7,25.7,9.8,4607,1899,1058,1032,488,130,41.2,23.0,22.4,10.6,2.8,7869,92,192,245,1374,781,2482,434,57,13526,529,58.2,10.2,18.3,5.8,3.2,0.7,1.4,1.8,3.9,0.4
"Letterkenny, Donegal",Letterkenny,Donegal,32266,7102,8315,12841,4008,22.0,25.8,39.8,12.4,31905,23577,3562,808,1042,706,2210,0,8328,73.9,26.1,11.2,2.5,3.3,2.2,6.9,0.0,31905,26620,652,728,925,692,1316,972,4313,83.4,13.5,2.0,2.3,2.9,2.2,4.1,3.0,23962,384,2508,592,1963,752,1744,31905,75.1,1.2,7.9,1.9,6.2,2.4,5.5,21981,5396,3031,1858,32266,68.1,16.7,9.4,5.8,188,166,932,3554,4840,4840,0.6,0.5,2.9,11.0,15.0,3120,1791,1823,936,404,8074,38.6,22.2,22.6,11.6,5.0,6240,5373,7292,4680,2557,26142,23.9,20.6,27.9,17.9,9.8,820,2200,3815,2872,1767,11474,7.1,19.2,33.2,25.0,15.4,8074,3120,1791,1823,936,404,38.6,22.2,22.6,11.6,5.0,13926,266,498,851,3059,1516,3639,1285,124,25164,1615,55.3,12.2,14.5,6.0,5.1,1.1,2.0,3.4,6.4,0.5
"Lifford-Stranorlar, Donegal",Lifford-Stranorlar,Donegal,26863,5661,6004,10748,4450,21.1,22.4,40.0,16.6,26619,21590,3946,215,67,300,501,0,5029,81.1,18.9,14.8,0.8,0.3,1.1,1.9,0.0,26619,24795,513,191,36,268,241,575,1249,93.1,4.7,1.9,0.7,0.1,1.0,0.9,2.2,23924,71,1136,62,230,209,987,26619,89.9,0.3,4.3,0.2,0.9,0.8,3.7,20320,3997,1517,1029,26863,75.6,14.9,5.6,3.8,132,81,271,784,1268,1268,0.5,0.3,1.0,2.9,4.7,2833,1564,1468,820,376,7061,40.1,22.1,20.8,11.6,5.3,5666,4692,5872,4100,2390,22720,24.9,20.7,25.8,18.0,10.5,814,2025,3079,2511,1654,10083,8.1,20.1,30.5,24.9,16.4,7061,2833,1564,1468,820,376,40.1,22.1,20.8,11.6,5.3,10621,276,397,801,2104,1663,3823,1409,108,21202,1474,50.1,9.9,18.0,7.8,6.6,1.3,1.9,3.8,7.0,0.5
"Limerick City East, Limerick",Limerick City East,Limerick,39653,7250,11888,15166,5349,18.3,30.0,38.2,13.5,39166,32782,1543,905,581,1066,2289,0,6384,83.7,16.3,3.9,2.3,1.5,2.7,5.8,0.0,39166,32697,394,818,521,972,1302,2462,4007,83.5,10.2,1.0,2.1,1.3,2.5,3.3,6.3,29183,257,2448,502,1392,592,4792,39166,74.5,0.7,6.3,1.3,3.6,1.5,12.2,26235,2945,5416,5057,39653,66.2,7.4,13.7,12.8,398,328,939,2953,4618,4618,1.0,0.8,2.4,7.4,11.6,3579,1949,1921,958,312,8719,41.0,22.4,22.0,11.0,3.6,7158,5847,7684,4790,1996,27475,26.1,21.3,28.0,17.4,7.3,938,2379,4019,2924,1391,11651,8.1,20.4,34.5,25.1,11.9,8719,3579,1949,1921,958,312,41.0,22.4,22.0,11.0,3.6,16656,243,578,902,5507,1756,4714,1885,162,32403,1723,51.4,17.0,14.5,5.4,5.8,0.7,1.8,2.8,5.3,0.5
"Limerick City North, Limerick",Limerick City North,Limerick,36385,6169,10098,13958,6160,17.0,27.8,38.4,16.9,36017,29597,1337,956,405,1085,2637,0,6420,82.2,17.8,3.7,2.7,1.1,3.0,7.3,0.0,36017,29458,356,855,393,1070,1800,2085,4474,81.8,12.4,1.0,2.4,1.1,3.0,5.0,5.8,26253,222,2454,651,1094,607,4736,36017,72.9,0.6,6.8,1.8,3.0,1.7,13.1,23486,3059,4883,4957,36385,64.5,8.4,13.4,13.6,305,340,819,3061,4525,4525,0.8,0.9,2.3,8.4,12.4,3867,1984,1543,688,262,8344,46.3,23.8,18.5,8.2,3.1,7734,5952,6172,3440,1699,24997,30.9,23.8,24.7,13.8,6.8,1198,2603,3299,2142,1213,10455,11.5,24.9,31.6,20.5,11.6,8344,3867,1984,1543,688,262,46.3,23.8,18.5,8.2,3.1,14487,360,673,1080,3654,2078,5466,2253,165,30216,2113,47.9,12.1,18.1,6.9,7.5,1.2,2.2,3.6,7.0,0.5
"Limerick City West, Limerick",Limerick City West,Limerick,38654,7157,10967,15737,4793,18.5,28.4,40.7,12.4,38130,27197,1364,1792,1200,1706,4871,0,10933,71.3,28.7,3.6,4.7,3.1,4.5,12.8,0.0,38130,27833,436,1613,1073,1706,3276,2193,8104,73.0,21.3,1.1,4.2,2.8,4.5,8.6,5.8,23437,89,4229,1109,3203,1253,4810,38130,61.5,0.2,11.1,2.9,8.4,3.3,12.6,22912,5475,5336,4931,38654,59.3,14.2,13.8,12.8,472,411,1855,6218,8956,8956,1.2,1.1,4.8,16.1,23.2,3664,1927,1820,797,302,8510,43.1,22.6,21.4,9.4,3.5,7328,5781,7280,3985,1940,26314,27.8,22.0,27.7,15.1,7.4,823,2352,3805,2427,1351,10758,7.7,21.9,35.4,22.6,12.6,8510,3664,1927,1820,797,302,43.1,22.6,21.4,9.4,3.5,18128,306,554,916,3696,1815,4295,1622,165,31497,1776,57.6,11.7,13.6,5.8,5.1,1.0,1.8,2.9,5.6,0.5
"Lismore, Waterford",Lismore,Waterford,11403,2204,2333,4753,2113,19.3,20.5,41.7,18.5,11282,9608,902,178,17,253,324,0,1674,85.2,14.8,8.0,1.6,0.2,2.2,2.9,0.0,11282,10022,468,164,14,214,176,224,1036,88.8,9.2,4.1,1.5,0.1,1.9,1.6,2.0,9674,29,1014,22,77,123,343,11282,85.7,0.3,9.0,0.2,0.7,1.1,3.0,9096,627,1301,379,11403,79.8,5.5,11.4,3.3,35,98,205,454,792,792,0.3,0.9,1.8,4.0,6.9,1307,661,612,353,127,3060,42.7,21.6,20.0,11.5,4.2,2614,1983,2448,1765,795,9605,27.2,20.6,25.5,18.4,8.3,287,796,1267,1077,543,3970,7.2,20.1,31.9,27.1,13.7,3060,1307,661,612,353,127,42.7,21.6,20.0,11.5,4.2,5067,57,118,197,877,720,1680,439,44,9199,372,55.1,9.5,18.3,7.8,4.8,0.6,1.3,2.1,4.0,0.5
"Listowel, Kerry",Listowel,Kerry,29285,5387,5573,12087,6238,18.4,19.0,41.3,21.3,29009,25374,2294,372,43,317,609,0,3635,87.5,12.5,7.9,1.3,0.1,1.1,2.1,0.0,29009,26961,688,317,43,250,232,518,1530,92.9,5.3,2.4,1.1,0.1,0.9,0.8,1.8,26195,115,1573,62,170,169,725,29009,90.3,0.4,5.4,0.2,0.6,0.6,2.5,24904,1102,2414,865,29285,85.0,3.8,8.2,3.0,106,188,475,739,1508,1508,0.4,0.6,1.6,2.5,5.1,3365,1694,1645,777,313,7794,43.2,21.7,21.1,10.0,4.0,6730,5082,6580,3885,1947,24224,27.8,21.0,27.2,16.0,8.0,804,2042,3422,2365,1331,9964,8.1,20.5,34.3,23.7,13.4,7794,3365,1694,1645,777,313,43.2,21.7,21.1,10.0,4.0,11860,140,360,693,2225,1930,5108,1398,184,23898,1193,49.6,9.3,21.4,8.1,5.8,0.6,1.5,2.9,5.0,0.8
"Longford, Longford",Longford,Longford,17329,3658,4068,6876,2727,21.1,23.5,39.7,15.7,17154,12470,952,953,86,1473,1220,0,4684,72.7,27.3,5.5,5.6,0.5,8.6,7.1,0.0,17154,12983,295,805,67,1335,675,994,3177,75.7,18.5,1.7,4.7,0.4,7.8,3.9,5.8,10346,725,2557,701,515,696,1614,17154,60.3,4.2,14.9,4.1,3.0,4.1,9.4,11911,2108,1526,1784,17329,68.7,12.2,8.8,10.3,86,134,1110,2649,3979,3979,0.5,0.8,6.4,15.3,23.0,1762,917,832,451,231,4193,42.0,21.9,19.8,10.8,5.5,3524,2751,3328,2255,1474,13332,26.4,20.6,25.0,16.9,11.1,499,1165,1770,1395,1027,5856,8.5,19.9,30.2,23.8,17.5,4193,1762,917,832,451,231,42.0,21.9,19.8,10.8,5.5,6786,237,347,543,1396,996,2275,943,148,13671,1127,49.6,10.2,16.6,7.3,6.9,1.7,2.5,4.0,8.2,1.1
"Loughrea, Galway County",Loughrea,Galway County,25498,5292,5494,10463,4249,20.8,21.5,41.0,16.7,25334,21399,1540,435,210,632,1118,0,3935,84.5,15.5,6.1,1.7,0.8,2.5,4.4,0.0,25334,22350,500,388,176,578,631,711,2273,88.2,9.0,2.0,1.5,0.7,2.3,2.5,2.8,20736,330,1986,155,453,370,1304,25334,81.9,1.3,7.8,0.6,1.8,1.5,5.1,20093,1387,2569,1449,25498,78.8,5.4,10.1,5.7,98,186,548,1723,2555,2555,0.4,0.7,2.1,6.8,10.0,2566,1345,1407,853,313,6484,39.6,20.7,21.7,13.2,4.8,5132,4035,5628,4265,1973,21033,24.4,19.2,26.8,20.3,9.4,593,1634,2910,2595,1362,9094,6.5,18.0,32.0,28.5,15.0,6484,2566,1345,1407,853,313,39.6,20.7,21.7,13.2,4.8,11416,132,281,429,2157,1375,3343,929,144,20206,842,56.5,10.7,16.5,6.8,4.6,0.7,1.4,2.1,4.2,0.7
"Lucan, South Dublin",Lucan,South Dublin,55785,13037,15089,23586,4073,23.4,27.0,42.3,7.3,55392,38023,1692,1246,2918,3857,7656,0,17369,68.6,31.4,3.1,2.2,5.3,7.0,13.8,0.0,55392,43419,543,1037,1643,4023,3292,1435,10538,78.4,19.0,1.0,1.9,3.0,7.3,5.9,2.6,31838,290,7595,2700,7991,1830,3148,55392,57.5,0.5,13.7,4.9,14.4,3.3,5.7,29959,14055,8343,3428,55785,53.7,25.2,15.0,6.1,542,524,1511,15808,18385,18385,1.0,0.9,2.7,28.3,33.0,4199,3254,3962,1765,649,13829,30.4,23.5,28.6,12.8,4.7,8398,9762,15848,8825,4122,46955,17.9,20.8,33.8,18.8,8.8,1011,3893,8179,5376,2856,21315,4.7,18.3,38.4,25.2,13.4,13829,4199,3254,3962,1765,649,30.4,23.5,28.6,12.8,4.7,27375,375,719,902,5720,2538,3669,1247,203,42748,1996,64.0,13.4,8.6,5.9,2.9,0.9,1.7,2.1,4.7,0.5
"Macroom, Cork County",Macroom,Cork County,39847,8623,8590,16558,6076,21.6,21.6,41.6,15.2,39545,34800,1675,955,91,803,1221,0,4745,88.0,12.0,4.2,2.4,0.2,2.0,3.1,0.0,39545,35908,641,866,83,718,630,699,2938,90.8,7.4,1.6,2.2,0.2,1.8,1.6,1.8,34501,49,2840,272,358,345,1180,39545,87.2,0.1,7.2,0.7,0.9,0.9,3.0,32314,1721,4495,1317,39847,81.1,4.3,11.3,3.3,198,393,1126,1753,3470,3470,0.5,1.0,2.8,4.4,8.7,3561,2130,2451,1547,535,10224,34.8,20.8,24.0,15.1,5.2,7122,6390,9804,7735,3337,34388,20.7,18.6,28.5,22.5,9.7,722,2452,5019,4676,2278,15147,4.8,16.2,33.1,30.9,15.0,10224,3561,2130,2451,1547,535,34.8,20.8,24.0,15.1,5.2,18450,174,275,474,3615,2216,4720,1079,221,31224,923,59.1,11.6,15.1,7.1,3.5,0.6,0.9,1.5,3.0,0.7
"Mallow, Cork County",Mallow,Cork County,31507,6829,6941,12960,4777,21.7,22.0,41.1,15.2,31304,26362,1350,841,251,945,1555,0,4942,84.2,15.8,4.3,2.7,0.8,3.0,5.0,0.0,31304,27415,441,772,210,911,820,735,3154,87.6,10.1,1.4,2.5,0.7,2.9,2.6,2.3,25249,191,2609,842,602,508,1303,31304,80.7,0.6,8.3,2.7,1.9,1.6,4.2,24444,2376,3248,1439,31507,77.6,7.5,10.3,4.6,143,367,971,2400,3881,3881,0.5,1.2,3.1,7.6,12.3,3016,1878,1852,1036,365,8147,37.0,23.1,22.7,12.7,4.5,6032,5634,7408,5180,2309,26563,22.7,21.2,27.9,19.5,8.7,708,2311,3852,3155,1600,11626,6.1,19.9,33.1,27.1,13.8,8147,3016,1878,1852,1036,365,37.0,23.1,22.7,12.7,4.5,13615,204,318,544,2866,1757,3828,1357,189,24678,1066,55.2,11.6,15.5,7.1,5.5,0.8,1.3,2.2,4.3,0.8
"Manorhamilton, Leitrim",Manorhamilton,Leitrim,11686,2290,2415,4783,2198,19.6,20.7,40.9,18.8,11546,9265,1415,135,59,299,373,0,2281,80.2,19.8,12.3,1.2,0.5,2.6,3.2,0.0,11546,10230,463,130,50,262,175,236,1080,88.6,9.4,4.0,1.1,0.4,2.3,1.5,2.0,9739,29,1049,23,165,134,407,11546,84.3,0.3,9.1,0.2,1.4,1.2,3.5,8820,807,1612,447,11686,75.5,6.9,13.8,3.8,65,99,180,602,946,946,0.6,0.8,1.5,5.2,8.1,1246,622,582,360,149,2959,42.1,21.0,19.7,12.2,5.0,2492,1866,2328,1800,966,9452,26.4,19.7,24.6,19.0,10.2,291,761,1215,1091,675,4033,7.2,18.9,30.1,27.1,16.7,2959,1246,622,582,360,149,42.1,21.0,19.7,12.2,5.0,4890,75,166,278,987,532,1969,432,67,9396,519,52.0,10.5,21.0,5.7,4.6,0.8,1.8,3.0,5.5,0.7
"Maynooth, Kildare",Maynooth,Kildare,35202,7752,10061,13964,3425,22.0,28.6,39.7,9.7,34712,26830,1795,890,678,1911,2608,0,7882,77.3,22.7,5.2,2.6,2.0,5.5,7.5,0.0,34712,28437,508,782,577,1899,1339,1170,5105,81.9,14.7,1.5,2.3,1.7,5.5,3.9,3.4,25566,135,4068,638,1538,757,2010,34712,73.7,0.4,11.7,1.8,4.4,2.2,5.8,22685,3744,6538,2235,35202,64.4,10.6,18.6,6.3,470,423,965,4295,6153,6153,1.3,1.2,2.7,12.2,17.5,2957,1779,2192,1084,337,8349,35.4,21.3,26.3,13.0,4.0,5914,5337,8768,5420,2114,27553,21.5,19.4,31.8,19.7,7.7,532,2064,4485,3288,1453,11822,4.5,17.5,37.9,27.8,12.3,8349,2957,1779,2192,1084,337,35.4,21.3,26.3,13.0,4.0,16686,177,370,450,4483,1482,3076,615,111,27450,997,60.8,16.3,11.2,5.4,2.2,0.6,1.3,1.6,3.6,0.4
"Midleton, Cork County",Midleton,Cork County,49539,10894,10636,21042,6967,22.0,21.5,42.5,14.1,49065,40695,2475,1887,238,1646,2124,0,8370,82.9,17.1,5.0,3.8,0.5,3.4,4.3,0.0,49065,42429,893,1638,182,1544,1024,1355,5281,86.5,10.8,1.8,3.3,0.4,3.1,2.1,2.8,39056,89,5360,729,758,728,2345,49065,79.6,0.2,10.9,1.5,1.5,1.5,4.8,35542,3605,7762,2630,49539,71.7,7.3,15.7,5.3,359,470,2318,3368,6515,6515,0.7,0.9,4.7,6.8,13.2,4661,2834,3246,1523,473,12737,36.6,22.3,25.5,12.0,3.7,9322,8502,12984,7615,2973,41396,22.5,20.5,31.4,18.4,7.2,1142,3442,6730,4632,2044,17990,6.3,19.1,37.4,25.7,11.4,12737,4661,2834,3246,1523,473,36.6,22.3,25.5,12.0,3.7,22116,238,489,855,4345,2772,5787,1796,247,38645,1582,57.2,11.2,15.0,7.2,4.6,0.6,1.3,2.2,4.1,0.6
"Milford, Donegal",Milford,Donegal,14525,2880,3057,5801,2787,19.8,21.0,39.9,19.2,14270,11847,1978,47,37,105,256,0,2423,83.0,17.0,13.9,0.3,0.3,0.7,1.8,0.0,14270,13143,459,39,17,83,107,422,705,92.1,4.9,3.2,0.3,0.1,0.6,0.7,3.0,12647,50,644,28,117,66,718,14270,88.6,0.4,4.5,0.2,0.8,0.5,5.0,10970,1630,1177,748,14525,75.5,11.2,8.1,5.1,71,85,45,293,494,494,0.5,0.6,0.3,2.0,3.4,1491,791,746,462,197,3687,40.4,21.5,20.2,12.5,5.3,2982,2373,2984,2310,1242,11891,25.1,20.0,25.1,19.4,10.4,386,972,1556,1405,854,5173,7.5,18.8,30.1,27.2,16.5,3687,1491,791,746,462,197,40.4,21.5,20.2,12.5,5.3,6024,83,177,372,1150,764,2460,556,59,11645,632,51.7,9.9,21.1,6.6,4.8,0.7,1.5,3.2,5.4,0.5
"Moate, Westmeath",Moate,Westmeath,20385,4181,4479,8369,3356,20.5,22.0,41.1,16.5,20277,17788,987,271,36,450,745,0,2489,87.7,12.3,4.9,1.3,0.2,2.2,3.7,0.0,20277,18231,289,236,24,427,402,668,1378,89.9,6.8,1.4,1.2,0.1,2.1,2.0,3.3,17216,44,1172,219,152,270,1204,20277,84.9,0.2,5.8,1.1,0.7,1.3,5.9,16272,1166,1662,1285,20385,79.8,5.7,8.2,6.3,142,144,319,1099,1704,1704,0.7,0.7,1.6,5.4,8.4,1973,1144,1174,682,263,5236,37.7,21.8,22.4,13.0,5.0,3946,3432,4696,3410,1641,17125,23.0,20.0,27.4,19.9,9.6,442,1347,2413,2066,1127,7395,6.0,18.2,32.6,27.9,15.2,5236,1973,1144,1174,682,263,37.7,21.8,22.4,13.0,5.0,9056,117,249,387,1753,1171,2680,682,109,16204,753,55.9,10.8,16.5,7.2,4.2,0.7,1.5,2.4,4.6,0.7
